HCPCS:10060	HCPCS:10060	1.0
HCPCS:10060	HCPCS:82550	1.0
HCPCS:10060	HCPCS:94640	1.0
HCPCS:10060	HCPCS:C1894	1.0
HCPCS:10060	HCPCS:G0206	1.0
HCPCS:11040	HCPCS:11040	1.0
HCPCS:11040	HCPCS:59025	1.0
HCPCS:11040	HCPCS:77334	1.0
HCPCS:11040	HCPCS:86300	1.0
HCPCS:11040	HCPCS:86316	1.0
HCPCS:11040	HCPCS:90732	0.5
HCPCS:11040	HCPCS:92083	1.0
HCPCS:11040	HCPCS:92135	1.0
HCPCS:11040	HCPCS:92250	1.0
HCPCS:11040	HCPCS:93005	0.25
HCPCS:11040	HCPCS:99214	0.3333333333333333
HCPCS:11040	HCPCS:A6402	1.0
HCPCS:12032	HCPCS:12032	1.0
HCPCS:12032	HCPCS:20610	1.0
HCPCS:12032	HCPCS:36415	1.0
HCPCS:12032	HCPCS:45384	1.0
HCPCS:12032	HCPCS:71010	1.0
HCPCS:12032	HCPCS:71020	1.0
HCPCS:12032	HCPCS:73130	1.0
HCPCS:12032	HCPCS:76376	1.0
HCPCS:12032	HCPCS:77002	1.0
HCPCS:12032	HCPCS:80076	1.0
HCPCS:12032	HCPCS:81001	1.0
HCPCS:12032	HCPCS:82553	1.0
HCPCS:12032	HCPCS:83874	1.0
HCPCS:12032	HCPCS:84295	1.0
HCPCS:12032	HCPCS:85027	1.0
HCPCS:12032	HCPCS:85730	1.0
HCPCS:12032	HCPCS:88312	1.0
HCPCS:12032	HCPCS:93005	0.5
HCPCS:12032	HCPCS:93544	1.0
HCPCS:12032	HCPCS:96361	1.0
HCPCS:12032	HCPCS:96368	1.0
HCPCS:12032	HCPCS:99212	1.0
HCPCS:12032	HCPCS:99283	1.0
HCPCS:12032	HCPCS:99284	0.5
HCPCS:12032	HCPCS:A9502	1.0
HCPCS:12032	HCPCS:C1725	1.0
HCPCS:12032	HCPCS:J2405	1.0
HCPCS:12032	HCPCS:J3010	1.0
HCPCS:12032	HCPCS:L3908	1.0
HCPCS:20610	HCPCS:12032	1.0
HCPCS:20610	HCPCS:20610	1.0
HCPCS:20610	HCPCS:36415	1.0
HCPCS:20610	HCPCS:45384	1.0
HCPCS:20610	HCPCS:71010	1.0
HCPCS:20610	HCPCS:71020	1.0
HCPCS:20610	HCPCS:73130	1.0
HCPCS:20610	HCPCS:76376	1.0
HCPCS:20610	HCPCS:77002	1.0
HCPCS:20610	HCPCS:80076	1.0
HCPCS:20610	HCPCS:81001	1.0
HCPCS:20610	HCPCS:82553	1.0
HCPCS:20610	HCPCS:83874	1.0
HCPCS:20610	HCPCS:84295	1.0
HCPCS:20610	HCPCS:85027	1.0
HCPCS:20610	HCPCS:85730	1.0
HCPCS:20610	HCPCS:88312	1.0
HCPCS:20610	HCPCS:93005	0.5
HCPCS:20610	HCPCS:93544	1.0
HCPCS:20610	HCPCS:96361	1.0
HCPCS:20610	HCPCS:96368	1.0
HCPCS:20610	HCPCS:99212	1.0
HCPCS:20610	HCPCS:99283	1.0
HCPCS:20610	HCPCS:99284	0.5
HCPCS:20610	HCPCS:A9502	1.0
HCPCS:20610	HCPCS:C1725	1.0
HCPCS:20610	HCPCS:J2405	1.0
HCPCS:20610	HCPCS:J3010	1.0
HCPCS:20610	HCPCS:L3908	1.0
HCPCS:21931	HCPCS:21931	1.0
HCPCS:21931	HCPCS:70450	1.0
HCPCS:21931	HCPCS:71020	1.0
HCPCS:21931	HCPCS:82565	1.0
HCPCS:21931	HCPCS:85730	1.0
HCPCS:21931	HCPCS:86922	1.0
HCPCS:21931	HCPCS:87015	1.0
HCPCS:21931	HCPCS:93005	1.0
HCPCS:21931	HCPCS:94640	1.0
